name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,versatility,release_clause,talent,dominant_position,traits
Y. Abe,37,6/9/1981,178,77,Japan,Urawa Red Diamonds,65,65,110000,2000,CB;CDM;CM,Right,1,3,2,2,3,143000,Ordinary,SUB,Diver;Avoids_Using_Weaker_Foot;Argues_with_Officials;Finesse_Shot;Giant_Throw-in
I. Vázquez,36,14/12/1982,182,80,Mexico,FC Juárez,65,65,90000,2000,GK,Right,1,3,1,5,1,149000,Ordinary,GK,Second_Wind
H. Drost,32,21/1/1987,183,80,Netherlands,RKC Waalwijk,65,65,350000,2000,CB,Right,1,3,2,5,1,508000,Ordinary,SUB,Diver
C. Doyle,34,12/6/1985,196,92,Republic of Ireland,Heart of Midlothian,65,65,240000,2000,GK,Right,1,3,1,5,1,420000,Ordinary,RES,Giant_Throw-in;Acrobatic_Clearance
M. Caranta,40,31/7/1978,184,77,Argentina,Club Atlético Talleres,65,65,50000,2000,GK,Right,1,3,1,5,1,75000,Ordinary,SUB,Avoids_Using_Weaker_Foot;Giant_Throw-in
S. Darbion,35,22/3/1984,183,77,France,ESTAC Troyes,65,65,240000,2000,LM,Left,1,4,3,5,1,420000,Ordinary,SUB,Power_Free-Kick;Argues_with_Officials;Giant_Throw-in
R. Boukari,32,25/4/1987,187,84,Togo,La Berrichonne de Châteauroux,65,65,425000,2000,ST,Right,1,3,3,5,1,744000,Ordinary,RES,Power_Free-Kick
M. Done,30,22/7/1988,178,65,Wales,Rochdale,65,65,500000,2000,LM;LB;ST,Left,1,2,3,6,3,875000,Ordinary,LM,Good
J. Martins Pereira,33,30/1/1986,182,76,France,FC Lorient,65,65,240000,2000,RB,Right,1,2,3,8,1,432000,Ordinary,RES,Power_Free-Kick;Selfish
C. Woods,32,5/2/1987,180,73,England,Tranmere Rovers,65,65,325000,2000,RB;RWB;CB,Right,1,3,2,6,3,569000,Ordinary,SUB,Power_Free-Kick;Injury_Prone;Leadership
S. Gleeson,30,3/8/1988,178,80,Republic of Ireland,Aberdeen,65,65,450000,2000,CDM;CM,Right,1,3,2,5,2,788000,Ordinary,SUB,Leadership
A. Lienhart,33,28/1/1986,183,78,Austria,TSV Hartberg,65,65,240000,2000,RB;RWB;RM,Right,1,3,3,8,3,348000,Ordinary,RB,Good
Aitor,32,23/8/1986,181,73,Spain,Extremadura UD,65,65,325000,2000,RB;CB;LB,Right,1,3,2,6,3,504000,Ordinary,SUB,Inflexible;Dives_Into_Tackles
L. Stevenson,31,5/1/1988,170,67,Scotland,Hibernian,65,65,400000,2000,LB;LWB,Left,1,3,2,6,2,700000,Ordinary,SUB,Diver;Injury_Prone;Giant_Throw-in
S. Luchin,33,4/3/1986,185,82,Romania,FC Hermannstadt,65,65,260000,2000,CB,Right,1,3,2,2,1,351000,Ordinary,LCB,Good
T. Röttger,33,12/7/1985,176,76,Germany,SG Sonnenhof Großaspach,65,65,350000,2000,ST,Right,1,4,3,5,1,508000,Ordinary,SUB,Good
Z. Zlámal,33,5/11/1985,193,92,Czech Republic,Heart of Midlothian,65,65,290000,2000,GK,Right,1,3,1,5,1,508000,Ordinary,SUB,Flair;Swerve_Pass;Flair_Passes
F. Assmann,33,23/3/1986,190,82,Argentina,Club Atlético Aldosivi,65,65,290000,2000,GK,Right,1,3,1,5,1,435000,Ordinary,SUB,Good
A. Raineau,33,21/6/1986,178,75,France,La Berrichonne de Châteauroux,65,65,240000,2000,LB,Left,1,2,2,5,1,420000,Ordinary,SUB,Avoids_Using_Weaker_Foot;Giant_Throw-in
C. Gönen,31,21/2/1988,190,84,Turkey,Málaga CF,65,65,350000,2000,GK,Right,1,1,1,5,1,560000,Ordinary,SUB,Good
C. Kum,33,13/9/1985,182,82,Germany,VVV-Venlo,65,65,240000,2000,RB;CB;LB,Right,1,4,2,5,3,348000,Ordinary,SUB,Inflexible;Power_Free-Kick;Injury_Prone
D. Perkins,37,21/6/1982,168,76,England,Tranmere Rovers,65,65,170000,2000,CM;CDM,Left,1,3,2,9,2,298000,Ordinary,RCM,Good
O. Bozanic,30,8/1/1989,177,75,Australia,Heart of Midlothian,65,65,500000,2000,CM;CDM;LM,Left,1,3,2,8,3,875000,Ordinary,SUB,Good
A. Hainault,33,17/6/1986,184,80,Canada,1. FC Kaiserslautern,65,65,260000,2000,CB,Right,1,5,2,5,1,377000,Ordinary,RES,Good
M. Almebäck,31,4/4/1988,184,83,Sweden,Örebro SK,65,65,400000,2000,CB,Right,1,2,2,3,1,500000,Ordinary,RCB,Good
J. Jacobson,32,17/11/1986,180,79,Wales,Wycombe Wanderers,65,65,325000,2000,LB,Left,1,3,2,5,1,569000,Ordinary,LB,Dives_Into_Tackles
A. Dyer,29,11/6/1990,177,74,Montserrat,IF Elfsborg,65,65,525000,2000,CM,Right,1,2,2,9,1,656000,Engine,SUB,Good
N. Bärkroth,27,19/1/1992,172,75,Sweden,Djurgårdens IF,65,65,575000,2000,LW;RW,Right,1,4,2,4,2,719000,Ordinary,LW,Early_Crosser
R. Flynn,30,4/9/1988,175,60,Scotland,St. Mirren,65,65,500000,2000,CM;LM;RM,Right,1,3,2,5,3,875000,Ordinary,RCM,Dives_Into_Tackles;Speed_Dribbler
J. Ryan,30,6/9/1988,180,67,Republic of Ireland,Rochdale,65,65,500000,2000,CM;CDM,Right,1,3,3,2,2,875000,Ordinary,SUB,Good
C. Dielna,31,14/12/1987,183,86,France,Portland Timbers,65,65,400000,2000,CB;LB,Left,1,3,2,5,2,600000,Ordinary,SUB,Good
C. Gutiérrez,29,3/2/1990,166,69,Mexico,Tiburones Rojos de Veracruz,65,65,450000,2000,LB,Left,1,2,3,8,1,743000,Ordinary,LB,Dives_Into_Tackles;Leadership
M. Buchalik,30,3/2/1989,190,83,Poland,Wisla Kraków,65,65,375000,2000,GK,Right,1,3,1,5,1,506000,Ordinary,GK,Good
A. Smárason,30,7/9/1988,184,76,Iceland,Lillestrøm SK,65,65,500000,2000,CAM;RM;LM,Right,1,4,2,5,3,625000,Ordinary,CAM,Argues_with_Officials
M. Abdellaoue,30,1/8/1988,181,74,Norway,Sarpsborg 08 FF,65,65,525000,2000,ST,Right,1,3,3,8,1,656000,Ordinary,SUB,Selfish;Crowd_Favourite
M. Bolly,28,14/11/1990,185,77,Ivory Coast,Molde FK,65,65,550000,2000,RM;LM;ST,Right,1,4,3,7,3,715000,Speedster,SUB,Power_Free-Kick;Injury_Free;Early_Crosser
G. Kuswik,32,23/5/1987,181,75,Poland,Wisla Plock,65,65,425000,2000,ST,Right,1,2,3,9,1,574000,Ordinary,SUB,Beat_Offside_Trap
P. Tomasik,31,31/10/1987,177,72,Poland,Wisla Plock,65,65,400000,2000,LB,Left,1,3,2,8,1,540000,Ordinary,LB,Diver
A. Taylor,28,2/9/1990,193,76,Wales,Aberdeen,65,65,475000,2000,CB,Right,1,2,2,5,1,831000,Ordinary,RES,Good
J. Davidson,28,29/6/1991,180,72,Australia,Ulsan Hyundai FC,65,65,475000,2000,LWB,Left,1,2,3,5,1,618000,Ordinary,SUB,Good
M. Lorentzson,34,21/7/1984,179,72,Sweden,Örebro SK,65,65,200000,2000,CB;RB,Right,1,2,2,5,2,250000,Ordinary,RB,Good
E. Alexander,31,14/4/1988,185,75,United States,FC Dallas,65,65,400000,2000,CDM;CM,Right,1,3,3,6,2,600000,Ordinary,SUB,Good
S. Sinovic,32,28/1/1987,178,77,United States,Sporting Kansas City,65,65,325000,2000,LB,Left,1,2,2,5,1,488000,Ordinary,LB,Long_Shot_Taker
V. Prodell,31,29/2/1988,190,86,Sweden,Örebro SK,65,65,475000,2000,ST,Right,1,2,2,4,1,594000,Ordinary,RS,Good
J. Bertilsson,31,15/2/1988,177,68,Sweden,Örebro SK,65,65,475000,2000,RW;LM;RM,Right,1,2,3,4,3,594000,Ordinary,LM,Good
T. Öztürk,29,26/7/1989,191,87,Germany,FC Hansa Rostock,65,65,475000,2000,CDM,Right,1,4,2,5,1,689000,Ordinary,RDM,Good
Fran Cruz,28,22/6/1991,184,73,Spain,Extremadura UD,65,65,475000,2000,CB;CDM,Right,1,3,2,5,2,736000,Ordinary,SUB,Inflexible
S. Lawless,28,12/4/1991,170,65,Scotland,Livingston FC,65,65,475000,2000,RWB;RM;LM,Left,1,4,3,8,3,831000,Ordinary,RM,Early_Crosser
M. Chergui,30,2/7/1988,179,71,France,Valenciennes FC,65,65,500000,2000,RM;LM,Left,1,2,3,5,2,875000,Ordinary,SUB,Good
K. Larsen,27,19/1/1992,183,74,Norway,Sarpsborg 08 FF,65,65,575000,2000,LM;RM,Right,1,4,3,5,2,719000,Ordinary,SUB,Selfish;Crowd_Favourite
Lee Woong Hee,30,18/7/1988,182,78,Korea Republic,FC Seoul,65,65,450000,2000,CB,Right,1,3,2,6,1,563000,Ordinary,RCB,Good
M. Pfitzner,34,28/8/1984,183,81,Germany,Eintracht Braunschweig,65,65,210000,2000,CDM;CM;CB,Right,1,3,2,6,3,305000,Ordinary,LDM,Injury_Prone;Avoids_Using_Weaker_Foot
L. Burnet,28,11/1/1991,170,65,Netherlands,FC Emmen,65,65,475000,2000,LB,Left,1,2,3,8,1,689000,Ordinary,LB,Good
S. Scheimann,31,3/11/1987,181,76,Israel,VVV-Venlo,65,65,400000,2000,LB,Left,1,3,2,8,1,580000,Ordinary,SUB,Good
D. Maatsen,29,30/1/1990,183,71,Netherlands,RKC Waalwijk,65,65,525000,2000,RW;ST,Right,1,3,3,5,2,761000,Speedster,RW,Inflexible;Early_Crosser
S. Jombati,31,20/8/1987,182,75,Portugal,Wycombe Wanderers,65,65,400000,2000,CB;RB,Right,1,3,2,5,2,700000,Ordinary,SUB,Good
S. Benyamina,29,2/3/1990,189,79,Germany,Pogon Szczecin,65,65,550000,2000,ST,Right,1,3,3,5,1,743000,Ordinary,SUB,Good
Adrià Gallego,29,9/4/1990,184,75,Spain,Politehnica Iasi,65,65,450000,2000,RB,Right,1,3,2,5,1,608000,Ordinary,RB,Good
L. Olum,34,10/7/1984,188,83,Kenya,Minnesota United FC,65,65,200000,2000,CB;CDM,Right,1,3,2,6,2,300000,Ordinary,SUB,Good
N. Hasler,28,5/4/1991,175,78,Liechtenstein,Sporting Kansas City,65,65,475000,2000,RB;RM;RWB,Right,1,3,3,6,3,713000,Ordinary,SUB,Good
W. Creavalle,28,14/8/1990,183,70,Guyana,Philadelphia Union,65,65,475000,2000,CDM,Right,1,3,2,3,1,713000,Ordinary,SUB,Good
P. Tuszynski,29,13/12/1989,184,77,Poland,Zaglebie Lubin,65,65,550000,2000,ST,Right,1,3,3,5,1,743000,Ordinary,SUB,Good
M. Mak,27,14/11/1991,172,60,Poland,Wisla Kraków,65,65,575000,2000,LM;RM,Right,1,4,3,5,2,776000,Ordinary,SUB,Early_Crosser
Dani Barrio,32,10/2/1987,190,78,Spain,CD Numancia,65,65,325000,2000,GK,Right,1,3,1,5,1,504000,Ordinary,GK,Good
J. Schauerte,31,2/4/1988,177,67,Germany,SC Preußen Münster,65,65,400000,2000,RB,Right,1,3,2,5,1,580000,Ordinary,RB,Dives_Into_Tackles
A. N'Diaye,28,14/6/1991,179,67,France,Clermont Foot 63,65,65,550000,2000,LM;RM;CAM,Right,1,3,3,8,3,963000,Acrobat,RM,Good
J. Müller,29,4/8/1989,182,75,Germany,SpVgg Unterhaching,65,65,525000,2000,RM;LM,Right,1,4,2,8,2,761000,Ordinary,SUB,Good
Iván Crespo,34,10/12/1984,188,83,Spain,Racing Santander,65,65,240000,2000,GK,Left,1,3,1,5,1,372000,Ordinary,SUB,Flair
D. Imbongo Boele,29,28/3/1990,188,73,France,SG Sonnenhof Großaspach,65,65,550000,2000,ST,Right,1,4,3,8,1,798000,Ordinary,RS,Good
T. Thiele,27,31/7/1991,188,84,Germany,1. FC Kaiserslautern,65,65,575000,2000,ST,Right,1,3,2,8,1,834000,Ordinary,ST,Power_Free-Kick
D. Mast,27,15/2/1992,186,79,Germany,Hallescher FC,65,65,575000,2000,LM;CM;LW,Left,1,3,3,5,3,834000,Ordinary,LM,Crowd_Favourite
R. Nagai,28,23/5/1991,180,73,Japan,Matsumoto Yamaga,65,65,550000,2000,ST;LW;RW,Right,1,4,3,5,3,688000,Ordinary,LF,Good
Kim Nam Chun,30,19/4/1989,184,78,Korea Republic,FC Seoul,65,65,450000,2000,CB;LB,Right,1,3,2,3,2,563000,Ordinary,SUB,Good
D. Powers,28,14/2/1991,180,80,United States,Orlando City SC,65,65,525000,2000,CM,Right,1,4,3,9,1,788000,Ordinary,SUB,Good
Lee Kwang Sun,29,6/9/1989,192,89,Korea Republic,Gyeongnam FC,65,65,550000,2000,ST;CB,Right,1,3,2,5,2,688000,Strength,RCB,Long_Passer
C. Erskine,32,8/2/1987,185,76,Scotland,Livingston FC,65,65,425000,2000,CAM;RM;ST,Left,1,3,3,8,3,744000,Ordinary,SUB,Crowd_Favourite
I. Vásquez,33,13/8/1985,170,70,Chile,Audax Italiano,65,65,325000,2000,CM;CDM,Right,1,3,2,3,2,439000,Ordinary,RCM,Good
M. Dávila,27,17/7/1991,172,69,Chile,Unión Española,65,65,550000,2000,CM;LB;LM,Left,1,3,2,8,3,743000,Ordinary,LM,Good
G. Rólantsson Sørensen,26,11/8/1992,187,82,Faroe Islands,SK Brann,65,65,575000,2000,LW;RB;LB,Right,1,4,3,5,3,719000,Ordinary,SUB,Inflexible
L. Pavez Contreras,31,25/6/1988,175,69,Chile,Unión Española,65,65,400000,2000,CDM;CM,Right,1,2,2,5,2,540000,Ordinary,LCM,Good
C. Diedhiou,31,8/1/1988,191,76,Senegal,FC Sochaux-Montbéliard,65,65,400000,2000,CB,Right,1,3,2,5,1,700000,Ordinary,LCB,Power_Free-Kick
R. Hollingshead,28,16/4/1991,185,82,United States,FC Dallas,65,65,475000,2000,LB;RB;RM,Right,1,4,3,9,3,713000,Ordinary,LB,Good
H. Shipp,27,7/11/1991,175,66,United States,Seattle Sounders FC,65,65,575000,2000,LM;RM;CAM,Right,1,3,3,5,3,863000,Ordinary,SUB,Good
Ahn Yong Woo,27,10/8/1991,177,69,Korea Republic,Sagan Tosu,65,65,575000,2000,RM;LM,Left,1,3,3,7,2,719000,Ordinary,RM,Injury_Free;Early_Crosser
K. Vermeulen,28,20/11/1990,188,71,Netherlands,RKC Waalwijk,65,65,550000,2000,CAM,Right,1,3,3,9,1,798000,Ordinary,SUB,Good
I. Coulibaly,29,30/7/1989,183,68,Mauritania,Grenoble Foot 38,65,65,475000,2000,CDM;CM,Right,1,2,3,6,2,831000,Ordinary,RCM,Good
C. Jopia,27,17/11/1991,174,75,Chile,CD Huachipato,65,65,475000,2000,LB,Left,1,3,3,5,1,641000,Ordinary,SUB,Good
Borja Lázaro,31,5/4/1988,188,83,Spain,CF Fuenlabrada,65,65,475000,2000,ST,Right,1,4,2,5,1,736000,Ordinary,SUB,Long_Passer
L. Sekulski,28,3/11/1990,187,78,Poland,LKS Lodz,65,65,550000,2000,ST,Right,1,3,3,5,1,743000,Ordinary,ST,Long_Passer
N. Ishihara,34,14/8/1984,173,62,Japan,Vegalta Sendai,65,65,280000,2000,ST;CF;RW,Right,1,3,3,7,3,350000,Ordinary,LS,Good
K. Hachisuka,28,20/7/1990,180,75,Japan,Vegalta Sendai,65,65,475000,2000,RB;RM,Right,1,4,2,5,2,594000,Ordinary,RB,Good
J. Izumisawa,27,17/12/1991,165,63,Japan,Yokohama F. Marinos,65,65,575000,2000,LM,Right,1,4,3,4,1,719000,Acrobat,SUB,Good
S. Arai,30,1/11/1988,185,82,Japan,Kawasaki Frontale,65,65,375000,2000,GK,Right,1,3,1,5,1,488000,Ordinary,SUB,Good
K. Takayama,30,8/7/1988,174,67,Japan,Oita Trinita,65,65,500000,2000,LM;CF;RM,Right,1,4,3,8,3,625000,Ordinary,SUB,Good
H. Takasaki,33,17/3/1986,188,78,Japan,Matsumoto Yamaga,65,65,350000,2000,ST,Right,1,3,3,5,1,438000,Ordinary,SUB,Good
G. Heinry,29,3/12/1989,187,78,France,FC Chambly Oise,65,65,525000,2000,CAM;ST;CM,Right,1,3,3,5,3,919000,Ordinary,RES,Good
Y. Kawai,29,4/8/1989,166,59,Japan,Shimizu S-Pulse,65,65,525000,2000,CM;CDM;CAM,Right,1,4,3,5,3,656000,Ordinary,CAM,Good
R. Takeuchi,28,8/3/1991,173,66,Japan,Shimizu S-Pulse,65,65,525000,2000,CM;CDM,Right,1,3,3,5,2,656000,Ordinary,LDM,Good
R. Janssen,29,16/6/1990,179,80,Netherlands,VVV-Venlo,65,65,450000,2000,LB,Left,1,3,2,6,1,653000,Ordinary,LB,Good
K. Gehring,31,12/2/1988,193,85,Germany,SG Sonnenhof Großaspach,65,65,400000,2000,CB,Right,1,4,2,6,1,580000,Strength,LCB,Leadership
F. Torres,30,27/4/1989,180,78,Chile,Audax Italiano,65,65,450000,2000,CB,Right,1,3,2,6,1,608000,Ordinary,LCB,Good
A. Bjarnason,28,12/11/1990,193,82,Iceland,1. FC Kaiserslautern,65,65,550000,2000,ST,Right,1,3,2,7,1,798000,Ordinary,SUB,Good
Valverde,34,19/2/1985,174,67,Spain,Extremadura UD,65,65,270000,2000,RM,Right,1,3,3,8,1,419000,Ordinary,RM,Early_Crosser
Willy,30,23/1/1989,185,77,Spain,Extremadura UD,65,65,525000,2000,ST;LM,Right,1,3,2,9,2,814000,Ordinary,SUB,Avoids_Using_Weaker_Foot
K. Jacobs,29,9/9/1989,173,69,South Africa,Livingston FC,65,65,525000,2000,CM,Right,1,3,2,9,1,919000,Engine,RDM,Avoids_Using_Weaker_Foot;Giant_Throw-in
R. Matsumoto,31,25/2/1988,175,68,Japan,Oita Trinita,65,65,475000,2000,RM;RWB;LM,Right,1,2,2,8,3,594000,Ordinary,RM,Good
T. Tanaka,27,9/6/1992,172,69,Japan,Oita Trinita,65,65,575000,2000,RM;LM,Right,1,3,3,9,2,719000,Ordinary,LM,Good
V. Rîmniceanu,29,11/4/1990,185,85,Romania,FC Voluntari,65,65,375000,2000,GK,Right,1,3,1,5,1,506000,Ordinary,SUB,Good
P. Ruffaut,32,17/6/1987,182,77,France,Rodez Aveyron Football,65,65,400000,2000,CM;CAM,Right,1,3,4,5,2,700000,Ordinary,RCM,Good
C. Cherchez,28,1/2/1991,183,65,Romania,Chindia Târgoviste,65,65,550000,2000,CAM,Right,1,2,3,5,1,743000,Ordinary,LM,Good
T. Sakano,29,4/6/1990,181,81,Japan,Matsumoto Yamaga,65,65,550000,2000,ST,Right,1,3,2,7,1,688000,Ordinary,ST,Good
W. Geubbels,17,16/8/2001,185,72,France,AS Monaco,64,84,900000,2000,ST,Right,1,3,3,4,1,2600000,Ordinary,RES,Power_Free-Kick;Early_Crosser
Rafael Camacho,19,22/5/2000,175,65,Portugal,Sporting CP,64,83,975000,2000,RW;LW,Right,1,3,3,8,2,2600000,Ordinary,SUB,Selfish;Crowd_Favourite
I. Lihadji,17,10/4/2002,177,70,France,Olympique de Marseille,64,82,900000,2000,RW,Left,1,3,4,5,1,2300000,Ordinary,SUB,Good
T. Nydam,19,6/11/1999,170,60,England,Ipswich Town,64,79,950000,2000,CM;LB,Left,1,3,3,6,2,2300000,Ordinary,SUB,Good
K. McAllister,20,21/1/1999,175,75,Scotland,St. Mirren,64,79,1000000,2000,RM;LM;ST,Left,1,3,2,4,3,2400000,Ordinary,SUB,Argues_with_Officials;Early_Crosser
W. Fofana,18,17/12/2000,185,76,France,AS Saint-Étienne,64,79,875000,2000,CB;CDM,Right,1,2,2,5,2,2200000,Ordinary,SUB,Good
J. Odgaard,20,31/3/1999,188,80,Denmark,SC Heerenveen,64,78,1000000,2000,ST;RW,Left,1,3,3,8,2,0,Ordinary,ST,Good
I. Chair,21,30/10/1997,173,68,Morocco,Queens Park Rangers,64,78,1000000,2000,LM;ST;CAM,Right,1,2,3,8,3,2500000,Ordinary,SUB,Argues_with_Officials;Speed_Dribbler
Jesús Areso,19,2/7/1999,183,70,Spain,Athletic Club de Bilbao,64,78,900000,2000,RB,Right,1,2,3,5,1,2500000,Ordinary,RES,Good
José Lara,19,7/3/2000,167,60,Spain,Sevilla FC,64,78,975000,2000,RM;LM,Left,1,3,2,4,2,2700000,Ordinary,RES,Good
F. Agu,19,27/9/1999,180,66,Germany,VfL Osnabrück,64,78,900000,2000,LB;RB;LM,Right,1,3,3,8,3,2000000,Ordinary,RB,Inflexible
J. Teze,19,30/9/1999,183,68,Netherlands,PSV,64,78,900000,2000,RB;CB,Right,1,3,2,6,2,1800000,Ordinary,RES,Good
U. Adiyaman,21,2/10/1997,194,82,Turkey,Gençlerbirligi SK,64,77,725000,2000,GK,Right,1,3,1,5,1,1900000,Ordinary,SUB,Good
J. Knight,21,7/9/1997,185,78,England,Peterborough United,64,77,800000,2000,CB,Right,1,2,2,6,1,0,Ordinary,SUB,Good
E. Ma?ovic,20,22/11/1998,189,74,Serbia,AC Horsens,64,77,800000,2000,CB;CDM,Right,1,3,2,5,2,0,Ordinary,SUB,Good
R. Dadashov,20,17/5/1999,186,81,Azerbaijan,FC Paços de Ferreira,64,77,875000,2000,ST,Right,1,3,3,5,1,0,Ordinary,RES,Good
R. Massimo,18,12/10/2000,185,75,Germany,VfB Stuttgart,64,77,800000,2000,RM,Right,1,5,3,5,1,1800000,Ordinary,RES,Early_Crosser;Crowd_Favourite
N. Atkinson,20,13/6/1999,181,72,Australia,Melbourne City FC,64,77,800000,2000,RB;RM,Right,1,4,3,8,2,1500000,Ordinary,RB,Selfish;Crowd_Favourite
T. Stavitski,19,17/7/1999,180,78,Finland,Stade Malherbe Caen,64,77,850000,2000,RW,Right,1,3,3,8,1,2100000,Ordinary,RES,Good
A. El Bouchataoui,19,12/1/2000,176,68,Netherlands,Feyenoord,64,77,825000,2000,CM;CDM,Right,1,3,3,5,2,1800000,Ordinary,RES,Leadership
Sergio Moreno,20,1/1/1999,178,75,Spain,Rayo Vallecano,64,77,875000,2000,ST;RW;LW,Right,1,3,2,5,3,1900000,Ordinary,SUB,Good
M. Busi,19,14/10/1999,181,75,Belgium,Sporting de Charleroi,64,77,775000,2000,RB;RM,Right,1,3,2,8,2,1600000,Ordinary,SUB,Good
Y. Hamed,19,9/12/1999,178,66,Romania,Sepsi OSK,64,77,850000,2000,RM;ST,Right,1,3,2,5,2,1700000,Speedster,RM,Good
Dani Vivian,19,5/7/1999,183,78,Spain,Athletic Club de Bilbao,64,77,775000,2000,CB,Right,1,3,2,5,1,2100000,Ordinary,RES,Good
R. Poole,21,18/6/1998,184,74,Wales,Milton Keynes Dons,64,76,750000,2000,CB;CDM,Right,1,3,2,5,2,1500000,Ordinary,SUB,Good
M. Köhlert,21,2/5/1998,168,62,Germany,Willem II,64,76,800000,2000,LW,Left,1,3,3,5,1,1300000,Ordinary,LW,Speed_Dribbler;Crowd_Favourite
D. Anyembe,20,22/7/1998,189,77,Denmark,Esbjerg fB,64,76,750000,2000,RB,Right,1,3,2,8,1,1100000,Ordinary,RB,Good
V. Demaku,19,5/2/2000,180,68,Austria,FK Austria Wien,64,76,725000,2000,CDM;CM,Right,1,3,2,6,2,1200000,Ordinary,SUB,Good
D. Valencia,19,14/1/2000,181,68,Chile,Universidad Católica,64,76,800000,2000,ST,Right,1,3,2,5,1,1300000,Ordinary,SUB,Good
A. Dobos,19,8/6/2000,171,69,Hungary,Fortuna Sittard,64,76,775000,2000,RM,Left,1,2,3,7,1,1300000,Ordinary,SUB,Argues_with_Officials;Speed_Dribbler
D. Furtado,22,8/3/1997,180,67,France,Rio Ave FC,64,76,800000,2000,LW,Right,1,3,3,5,1,1800000,Ordinary,RES,Good
Chema Nuñez,21,16/9/1997,174,64,Spain,UD Almería,64,76,800000,2000,CAM;ST,Right,1,3,3,5,2,1400000,Ordinary,CAM,Good
Miguel Ángel,21,15/5/1998,191,78,Spain,Albacete BP,64,76,825000,2000,ST,Right,1,3,2,5,1,1500000,Ordinary,SUB,Good
K. Wojtkowski,21,26/2/1998,173,66,Poland,Wisla Kraków,64,75,775000,2000,CAM,Right,1,4,3,8,1,1200000,Ordinary,SUB,Good
J. Jones,21,22/10/1997,177,73,England,Coventry City,64,75,775000,2000,RM;LM,Left,1,2,3,4,2,1500000,Ordinary,SUB,Power_Free-Kick;Early_Crosser
J. Lewis,22,4/6/1997,171,68,United States,Colorado Rapids,64,75,775000,2000,LW;RW,Right,1,2,3,7,2,1300000,Ordinary,SUB,Good
B. Mason,21,30/9/1997,173,70,England,Coventry City,64,75,700000,2000,LB,Left,1,2,3,5,1,1400000,Ordinary,LB,Good
H. Weigelt,21,17/1/1998,189,75,Germany,AZ Alkmaar,64,75,725000,2000,CB,Left,1,4,2,5,1,1200000,Ordinary,RES,Good
K. Fila,21,13/6/1998,180,72,Poland,Lechia Gdansk,64,75,700000,2000,RB,Right,1,2,3,8,1,1100000,Ordinary,RB,Good
Pelayo Suárez,20,9/7/1998,182,84,Spain,Real Sporting de Gijón,64,75,725000,2000,CB,Right,1,3,2,6,1,1300000,Ordinary,RES,Injury_Prone
F. Aksoy,21,6/11/1997,189,78,Turkey,Sivasspor,64,75,725000,2000,CB,Right,1,3,2,3,1,0,Ordinary,SUB,Good
D. Martínez,21,21/1/1998,182,71,Argentina,Defensa y Justicia,64,75,725000,2000,CB;LB,Left,1,3,2,6,2,1200000,Ordinary,SUB,Leadership
D. Lajud,20,22/1/1999,176,63,Mexico,Puebla FC,64,75,775000,2000,ST,Left,1,3,2,7,1,0,Ordinary,SUB,Good
Vitinho,19,23/7/1999,175,73,Brazil,KSV Cercle Brugge,64,75,675000,2000,RB,Right,1,3,3,8,1,1100000,Ordinary,SUB,Good
B. Diakité,18,6/1/2001,186,82,France,Toulouse Football Club,64,75,650000,2000,RB;RWB;CB,Right,1,3,2,6,3,1400000,Ordinary,LCB,Good
Jaume,22,5/5/1997,182,67,Spain,CD Lugo,64,75,750000,2000,CM,Left,1,3,2,5,1,0,Ordinary,SUB,Good
Riki,21,25/9/1997,175,70,Spain,Real Oviedo,64,75,775000,2000,CAM;CM,Right,1,3,4,5,2,1400000,Ordinary,RES,Good
L. ?atka,23,2/12/1995,188,78,Slovakia,Lech Poznan,64,74,675000,2000,CB;RB,Right,1,3,2,5,2,1000000,Ordinary,SUB,Good
G. Kiltie,22,18/1/1997,173,70,Scotland,Kilmarnock,64,74,725000,2000,LM;CAM,Right,1,4,3,8,2,1400000,Ordinary,SUB,Good
A. Laukart,20,25/10/1998,183,74,Germany,FC Twente,64,74,725000,2000,CAM,Left,1,3,2,8,1,1200000,Ordinary,SUB,Power_Free-Kick;Speed_Dribbler
E. Bwomono,20,29/11/1998,183,72,England,Southend United,64,74,650000,2000,RB;RWB,Right,1,3,2,8,2,1300000,Ordinary,RB,Early_Crosser
T. Reijnders,20,29/7/1998,185,73,Netherlands,AZ Alkmaar,64,74,725000,2000,CM;CAM,Right,1,3,3,5,2,1200000,Ordinary,SUB,Good
O. Reabciuk,21,16/1/1998,180,72,Moldova,FC Paços de Ferreira,64,74,650000,2000,LB,Left,1,3,3,8,1,1500000,Ordinary,SUB,Good
S. McLoughlin,22,13/11/1996,191,78,Republic of Ireland,St. Mirren,64,74,675000,2000,CB,Left,1,3,2,5,1,0,Ordinary,LCB,Good
D. Hashioka,20,17/5/1999,182,75,Japan,Urawa Red Diamonds,64,74,725000,2000,RM,Right,1,2,3,6,1,1100000,Ordinary,SUB,Good
C. Mueller,22,29/8/1996,175,74,United States,Orlando City SC,64,74,725000,2000,RM;ST,Right,1,3,3,8,2,1200000,Ordinary,SUB,Good
P. Medina,20,28/5/1999,177,66,Mexico,Monarcas Morelia,64,74,650000,2000,RB,Right,1,3,2,3,1,0,Ordinary,RES,Good
